2,1438838661.258576,2015-08-05 23:24:21,201585232421,6,tcp,10.0.0.2,10.0.0.3,43784,80,0,0,0.299067,0,0,140,74,2,1,0
2,1438838661.285097,2015-08-05 23:24:21,201585232421,6,tcp,10.0.0.2,10.0.0.3,43786,80,0,0,0.286202,0,0,140,74,2,1,0
2,1438838666.817666,2015-08-05 23:24:26,201585232426,6,tcp,10.0.0.2,10.0.0.3,43788,80,0,0,0.191730,0,0,140,74,2,1,0
2,1438838667.04872,2015-08-05 23:24:27,201585232427,6,tcp,10.0.0.2,10.0.0.3,43784,80,0,0,1.197505,0,0,556,11437,4,4,0
2,1438838667.058738,2015-08-05 23:24:27,201585232427,6,tcp,10.0.0.2,10.0.0.3,43786,80,0,0,0.263413,0,0,356,66,1,1,0
2,1438838672.159956,2015-08-05 23:24:32,201585232432,6,tcp,10.0.0.2,10.0.0.3,43790,80,0,0,0.212071,0,0,140,74,2,1,0
2,1438838672.415568,2015-08-05 23:24:32,201585232432,6,tcp,10.0.0.2,10.0.0.3,43784,80,0,0,0.287946,0,0,132,66,2,1,0
2,1438838672.435564,2015-08-05 23:24:32,201585232432,6,tcp,10.0.0.2,10.0.0.3,43788,80,0,0,0.173934,0,0,356,66,1,1,0
2,1438838677.537513,2015-08-05 23:24:37,201585232437,6,tcp,10.0.0.2,10.0.0.3,43792,80,0,0,0.182201,0,0,140,74,2,1,0
2,1438838677.767591,2015-08-05 23:24:37,201585232437,6,tcp,10.0.0.2,10.0.0.3,43790,80,0,0,0.151493,0,0,356,66,1,1,0
2,1438838682.866343,2015-08-05 23:24:42,201585232442,6,tcp,10.0.0.2,10.0.0.3,43794,80,0,0,0.177194,0,0,140,74,2,1,0
2,1438838683.092714,2015-08-05 23:24:43,201585232443,6,tcp,10.0.0.2,10.0.0.3,43792,80,0,0,0.157756,0,0,356,66,1,1,0
2,1438838688.175701,2015-08-05 23:24:48,201585232448,6,tcp,10.0.0.2,10.0.0.3,43796,80,0,0,0.162872,0,0,140,74,2,1,0
2,1438838688.281575,2015-08-05 23:24:48,201585232448,6,tcp,10.0.0.2,10.0.0.3,43794,80,0,0,0.135727,0,0,356,66,1,1,0
2,1438838693.382012,2015-08-05 23:24:53,201585232453,6,tcp,10.0.0.2,10.0.0.3,43798,80,0,0,0.210207,0,0,140,74,2,1,0
2,1438838693.611553,2015-08-05 23:24:53,201585232453,6,tcp,10.0.0.2,10.0.0.3,43796,80,0,0,0.153844,0,0,356,66,1,1,0
2,1438838698.718566,2015-08-05 23:24:58,201585232458,6,tcp,10.0.0.2,10.0.0.3,43800,80,0,0,0.214394,0,0,140,74,2,1,0
2,1438838698.947072,2015-08-05 23:24:58,201585232458,6,tcp,10.0.0.2,10.0.0.3,43798,80,0,0,0.170264,0,0,356,66,1,1,0
2,1438838704.023815,2015-08-05 23:25:04,20158523254,6,tcp,10.0.0.2,10.0.0.3,43802,80,0,0,0.179758,0,0,140,74,2,1,0
2,1438838704.129824,2015-08-05 23:25:04,20158523254,6,tcp,10.0.0.2,10.0.0.3,43800,80,0,0,0.128001,0,0,356,66,1,1,0
2,1438838709.25206,2015-08-05 23:25:09,20158523259,6,tcp,10.0.0.2,10.0.0.3,43804,80,0,0,0.175083,0,0,140,74,2,1,0
2,1438838709.446531,2015-08-05 23:25:09,20158523259,6,tcp,10.0.0.2,10.0.0.3,43802,80,0,0,0.168943,0,0,356,66,1,1,0
2,1438838714.553065,2015-08-05 23:25:14,201585232514,6,tcp,10.0.0.2,10.0.0.3,43806,80,0,0,0.172716,0,0,140,74,2,1,0
2,1438838714.746424,2015-08-05 23:25:14,201585232514,6,tcp,10.0.0.2,10.0.0.3,43804,80,0,0,0.147939,0,0,356,66,1,1,0
2,1438838719.860867,2015-08-05 23:25:19,201585232519,6,tcp,10.0.0.2,10.0.0.3,43808,80,0,0,0.175518,0,0,140,74,2,1,0
2,1438838720.075759,2015-08-05 23:25:20,201585232520,6,tcp,10.0.0.2,10.0.0.3,43806,80,0,0,0.102168,0,0,356,66,1,1,0
2,1438838725.203138,2015-08-05 23:25:25,201585232525,6,tcp,10.0.0.2,10.0.0.3,43810,80,0,0,0.187853,0,0,140,74,2,1,0
2,1438838725.418413,2015-08-05 23:25:25,201585232525,6,tcp,10.0.0.2,10.0.0.3,43808,80,0,0,0.136953,0,0,356,66,1,1,0
2,1438838730.526543,2015-08-05 23:25:30,201585232530,6,tcp,10.0.0.2,10.0.0.3,43812,80,0,0,0.222169,0,0,140,74,2,1,0
2,1438838730.754736,2015-08-05 23:25:30,201585232530,6,tcp,10.0.0.2,10.0.0.3,43810,80,0,0,0.157723,0,0,356,66,1,1,0
2,1438838735.859088,2015-08-05 23:25:35,201585232535,6,tcp,10.0.0.2,10.0.0.3,43814,80,0,0,0.201084,0,0,140,74,2,1,0
2,1438838736.088354,2015-08-05 23:25:36,201585232536,6,tcp,10.0.0.2,10.0.0.3,43812,80,0,0,0.158299,0,0,356,66,1,1,0
2,1438838741.20877,2015-08-05 23:25:41,201585232541,6,tcp,10.0.0.2,10.0.0.3,43816,80,0,0,0.215309,0,0,140,74,2,1,0
